"control_1" "control_2" "control_3" "fe_starved_no_ox_1" "fe_starved_no_ox_2" "fe_starved_no_ox_3" "ox_stress_with_fe_1" "ox_stress_with_fe_2" "ox_stress_with_fe_3" "fe_starved_ox_stress_1" "fe_starved_ox_stress_2" "fe_starved_ox_stress_3"
"Afu6g13530" 540 529 441 559 581 667 576 571 529 951 985 999
"Afu6g13540" 6339 5215 5042 7489 7431 7936 8747 7313 6057 10601 7810 9984
"Afu6g13550" 14564 13349 12813 6090 6321 6836 13333 14711 11920 2347 934 1958
"Afu6g13560" 38 31 38 71 65 62 95 47 40 17 21 20
"Afu6g13570" 139 137 104 208 172 238 124 83 94 172 531 218
"Afu6g13580" 44 47 28 111 84 102 79 48 45 83 154 94
"Afu6g13590" 210 167 169 873 806 811 333 186 220 813 90 656
"Afu6g13600" 412 410 330 697 576 721 580 570 431 493 197 447
"Afu6g13610" 22 18 19 15 22 23 85 25 26 12 7 13
"Afu6g13630" 1030 1001 688 66 80 100 770 506 814 82 52 98
"Afu6g13640" 887 813 644 816 853 976 1043 929 826 365 217 335
"Afu6g13650" 710 616 513 881 991 1027 756 809 675 1353 701 1368
"Afu6g13660" 2287 1747 1659 1415 1807 1777 2459 2100 1747 2347 2519 2232
"Afu6g13670" 4736 4060 3939 4807 5845 5871 5267 4646 4140 9691 9079 9888
"Afu6g13680" 631 460 423 422 438 473 520 397 365 271 121 254
"Afu6g13690" 2319 1975 1884 2427 2611 2843 2646 2442 2052 7282 7286 8829
"Afu6g13700" 79 59 45 242 262 266 101 87 75 28 1 27
"Afu6g13710" 5 5 3 6 8 14 6 3 3 8 5 3
"Afu6g13720" 2 5 2 9 9 17 6 1 3 4 4 4
"Afu6g13730" 16 25 16 2 4 8 22 44 29 9 56 10
"Afu6g13740" 2788 2931 3466 395 569 610 4764 13851 8946 944 675 852
"Afu6g13750" 2403 1711 1528 110 277 129 1499 2224 1363 25 42 17
"Afu6g13760" 472 282 238 152 163 148 314 245 225 181 342 171
"Afu6g13765" 54 63 65 79 94 72 96 90 63 204 236 208
"Afu6g13770" 183 156 164 283 336 342 221 221 165 494 812 477
"Afu6g13780" 312 187 235 185 221 201 155 189 151 123 307 131
"Afu6g13790" 1957 1090 1221 2027 2230 2380 636 1276 698 202 278 144
"Afu6g13800" 495 253 304 686 759 897 280 633 333 96 82 75
"Afu6g13810" 53 47 41 290 202 251 46 64 40 44 215 27
"Afu6g13820" 26 19 24 319 583 500 10 14 8 598 2835 425
"Afu6g13830" 192 113 127 880 884 896 242 129 150 202 47 180
"Afu6g13840" 144 101 116 263 216 257 194 165 145 182 63 218
"Afu6g13850" 531 393 355 839 854 810 442 429 335 135 102 90
"Afu6g13860" 51 51 39 113 123 114 72 61 57 227 72 214
"Afu6g13880" 92 93 77 131 92 105 179 122 106 70 27 39
"Afu6g13890" 230 174 177 198 235 214 238 277 193 255 81 235
"Afu6g13900" 181 166 117 210 171 178 316 261 209 51 17 39
"Afu6g13920" 6646 5538 4678 287 383 430 4996 2579 3206 31 17 37
"Afu6g13930" 1345 1030 898 55 85 93 1093 384 621 52 180 35
"Afu6g13940" 1776 1729 1143 107 94 141 2195 608 1112 17 8 22
"Afu6g13945" 2685 2427 1885 133 176 240 3337 1446 1885 16 13 6
"Afu6g13950" 1380 1120 899 84 98 132 2004 809 928 27 11 13
"Afu6g13970" 2388 2175 1856 138 130 178 3236 1925 2028 64 36 76
"Afu6g13980" 23948 17884 14276 254 364 377 17829 12017 12856 134 57 102
"Afu6g13990" 1032 922 731 17 13 25 707 274 459 8 8 4
"Afu6g14000" 1280 976 605 14 13 11 431 162 265 4 4 6
"Afu6g14010" 2 8 9 2 0 1 14 16 7 2 0 1
"Afu6g14020" 22 12 8 45 51 38 33 23 22 4 5 3
"Afu6g14030" 24 20 16 26 14 13 65 23 14 11 3 4
"Afu6g14040" 123 66 48 45 35 20 182 95 76 61 46 65
"Afu6g14050" 137 147 144 314 311 369 143 155 143 94 56 108
"Afu6g14060" 1588 1341 1417 8232 7264 8352 1171 1914 1270 1097 658 1077
"Afu6g14070" 54 63 26 84 71 80 43 35 12 22 79 20
"Afu6g14090" 1894 1380 1267 2188 2438 2424 2637 1772 1357 1600 665 1357
"Afu6g14100" 1262 852 798 797 905 888 1599 1509 1286 565 242 582
"Afu6g14110" 110 81 64 63 86 77 142 139 117 48 105 62
"Afu6g14120" 27840 19442 20392 35940 44912 44855 21194 26242 21031 84740 88416 89252
"Afu6g14130" 2702 1589 1539 891 1134 1122 2092 2064 1726 2363 2978 2520
"Afu6g14140" 369 448 423 270 569 370 350 654 458 419 140 306
"Afu6g14150" 180 126 127 93 125 88 212 198 138 172 63 140
"Afu6g14160" 139 70 88 101 130 98 166 146 126 112 50 56
"Afu6g14170" 475 340 342 717 835 716 724 608 457 506 217 355
"Afu6g14180" 371 268 238 579 552 572 604 446 344 317 126 298
"Afu6g14190" 199 154 217 241 313 295 298 261 229 164 68 151
"Afu6g14200" 1522 1119 1006 1826 1963 2086 1472 1540 1148 3358 3117 3641
"Afu6g14210" 2671 1811 1819 1787 2064 1956 2239 2051 1701 5137 6733 4849
"Afu6g14220" 2471 1815 1764 2342 2670 2530 2095 2240 1701 3900 2667 3546
"Afu6g14230" 213 175 145 346 383 334 239 196 172 408 304 375
"Afu6g14240" 1078 883 842 1433 1494 1634 1448 1187 1007 1047 341 1049
"Afu6g14250" 772 594 493 1405 1491 1425 1047 851 630 1459 596 1227
"Afu6g14260" 444 454 371 456 363 495 520 514 498 176 301 163
"Afu6g14270" 119 99 99 83 117 112 204 176 118 601 503 470
"Afu6g14280" 1463 1182 1110 939 1357 1218 1452 1324 1132 2738 1912 2357
"Afu6g14290" 228 167 130 346 321 335 313 248 182 359 408 299
"Afu6g14300" 1119 1022 998 2577 2685 2984 1158 1363 997 3851 4052 3809
"Afu6g14310" 511 330 350 452 500 481 663 448 368 563 210 461
"Afu6g14320" 3496 2573 2633 1545 1782 1666 1263 1370 1155 1335 523 1320
"Afu6g14330" 1499 1377 1338 1434 1514 1673 2286 1433 1114 3512 5123 3359
"Afu6g14340" 3736 2787 2556 2848 3476 3176 4876 2955 2380 172 360 165
"Afu6g14350" 1356 970 1016 563 675 704 854 561 525 1129 916 1238
"Afu6g14360" 4912 3686 3837 2028 2148 2761 3155 1834 1783 1760 1379 1583
"Afu6g14370" 1511 1193 1196 656 667 824 1040 656 562 12235 17127 14194
"Afu6g14390" 8 7 8 6 9 5 1 5 3 83 69 81
"Afu6g14400" 25 12 26 24 29 25 25 18 23 5 7 8
"Afu6g14410" 249 152 191 73 132 108 144 163 115 50 15 51
"Afu6g14420" 286 185 213 133 200 175 218 147 117 60 32 45
"Afu6g14442" 114 70 63 12 11 6 35 34 29 12 47 9
"Afu6g14450" 14 16 14 27 29 25 15 22 10 7 3 4
"Afu6g14460" 546 435 432 1695 1436 1677 760 739 644 1548 608 1657
"Afu6g14470" 1314 1034 824 383 470 483 1377 616 634 88 43 63
"Afu6g14480" 340 432 366 86 86 72 1423 712 683 23 7 9
"Afu6g14490" 88 81 85 97 74 109 251 193 145 5 7 5
"Afu6g14500" 12 21 31 19 30 27 71 35 33 3 3 1
"Afu6g14510" 127 112 96 50 89 84 287 207 206 7 5 8
"Afu6g14520" 23 28 18 30 30 24 33 38 20 6 8 2
"Afu6g14530" 451 423 344 933 957 963 557 577 409 161 98 209
"Afu6g14540" 2 0 1 2 0 3 0 3 4 0 0 0
"Afu6g14550" 2 0 0 3 0 2 1 1 0 0 0 0
"Afu6g14560" 1 1 1 7 8 5 3 5 0 1 1 2
"Afu6g14570" 0 2 0 0 0 0 3 1 1 0 0 0
"Afu6g14580" 2 4 0 0 1 0 2 2 3 0 0 0
"Afu6g14590" 0 1 0 2 0 1 0 0 0 0 0 0
"Afu6g14600" 0 0 0 0 1 0 0 0 0 0 0 0
"Afu6g14610" 1 1 3 1 3 1 3 1 3 1 5 3
"Afu6g14615" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu6g14620" 53 13 11 3 18 6 16 19 19 6 9 6
"Afu6g14630" 9 14 11 49 43 51 50 35 18 23 54 21
"Afu6g14640" 7 1 3 0 2 3 13 1 2 1 0 0
"Afu6g14660" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu6g14670" 2 1 0 2 0 1 0 1 0 0 1 0
"Afu6g14690" 5 3 2 1 0 0 4 0 1 2 1 1
"Afu6g14700" 0 0 0 0 0 0 0 1 0 0 0 0
"Afu6g14720" 5 1 2 18 33 36 10 9 4 2 3 5
"Afu6tD(GUC)7" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu6tG(GCC)10" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu6tL(CAG)2" 1 0 0 0 0 0 1 1 0 0 0 0
"Afu6tL(CAG)3" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu6tP(AGG)5" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu6tQ(UUG)1" 2 0 0 0 0 0 0 1 0 0 0 0
"Afu6tR(ACG)5" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu6tR(ACG)6" 0 2 0 0 0 0 0 0 0 0 2 0
"Afu6tR(ACG)7" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu6tR(ACG)8" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu6tR(CCU)1" 0 1 0 0 2 0 0 0 0 0 1 0
"Afu6tS(GCU)4" 0 1 0 0 0 0 0 0 0 0 0 0
"Afu6tT(AGU)5" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu6tT(AGU)6" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu6tT(CGU)2" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu6tT(UGU)3" 0 1 2 0 0 0 1 0 0 0 0 0
"Afu6tV(AAC)1" 2 5 3 2 5 2 7 2 0 0 17 5
"Afu7g00090" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu7g00100" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu7g00110" 12 13 15 26 48 42 38 29 27 1 7 5
"Afu7g00120" 2 1 2 3 5 1 2 29 4 0 1 1
"Afu7g00130" 9 5 16 66 75 90 108 516 216 33 166 50
"Afu7g00150" 120 116 101 41 46 40 92 147 104 56 277 36
"Afu7g00160" 16 23 19 16 34 21 15 296 78 12 7 4
"Afu7g00170" 5 12 16 15 26 17 14 283 74 5 6 3
"Afu7g00180" 3 1 5 9 6 6 5 35 12 2 2 2
"Afu7g00190" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu7g00200" 309 215 199 614 673 657 201 302 208 473 674 523
"Afu7g00205" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu7g00210" 740 617 579 1673 1704 1876 612 614 464 2348 2642 2335
"Afu7g00220" 57 34 36 29 44 44 43 38 38 20 68 30
"Afu7g00230" 157 108 106 218 268 206 168 120 107 78 141 61
"Afu7g00240" 230 123 142 143 233 159 205 170 158 109 197 72
"Afu7g00250" 7382 5103 5166 5560 6455 6377 5380 6079 4624 2760 1365 2337
"Afu7g00260" 3 2 1 2 1 6 4 1 3 5 3 5
"Afu7g00270" 5 4 0 0 1 2 4 0 0 1 0 1
"Afu7g00280" 687 384 403 4702 4863 5546 553 1006 575 2146 1473 2072
"Afu7g00290" 3 0 3 3 6 6 3 1 2 38 21 45
"Afu7g00300" 1 9 5 12 8 13 2 6 6 15 6 15
"Afu7g00310" 0 0 1 2 0 0 0 0 1 1 0 1
"Afu7g00320" 34 38 38 213 181 202 55 36 22 173 66 171
"Afu7g00330" 115 91 81 340 369 441 125 107 91 486 210 451
"Afu7g00340" 96 53 57 121 126 114 129 93 72 1232 327 1744
"Afu7g00350" 1658 1270 1214 1146 1296 1204 1960 1594 1433 1341 1300 1772
"Afu7g00360" 1085 542 600 722 1128 761 1253 1263 1084 344 336 339
"Afu7g00370" 310 833 878 840 753 1216 2442 1196 1166 687 3564 656
"Afu7g00380" 177 149 147 383 382 388 275 401 264 805 752 790
"Afu7g00390" 356 280 303 289 276 317 473 284 272 442 310 301
"Afu7g00400" 254 190 195 170 206 197 301 233 225 397 267 414
"Afu7g00410" 274 295 263 186 259 270 380 276 272 443 288 379
"Afu7g00420" 290 301 268 1960 2222 2336 665 464 295 210 57 145
"Afu7g00440" 494 346 384 1640 2141 1795 608 504 365 120 29 72
"Afu7g00450" 176 126 113 477 403 432 214 171 122 30 13 19
"Afu7g00460" 73 72 54 111 91 117 155 123 110 17 23 24
"Afu7g00470" 117 98 106 225 253 310 145 177 126 156 207 171
"Afu7g00480" 1062 1091 1147 3907 4776 5728 1122 1859 1165 1343 1346 1417
"Afu7g00490" 18 13 14 77 111 104 20 10 21 153 419 188
"Afu7g00510" 40 35 42 79 75 79 68 45 50 46 71 39
"Afu7g00530" 54 36 45 701 700 907 62 73 56 216 111 197
"Afu7g00540" 648 678 643 1635 1438 1699 802 898 692 578 181 534
"Afu7g00550" 140 93 116 447 474 589 165 128 115 324 235 254
"Afu7g00560" 3 2 1 10 5 4 0 1 3 1 2 0
"Afu7g00570" 19 20 25 26 26 18 43 36 24 6 2 4
"Afu7g00580" 4069 3788 3877 9461 9686 11358 6187 6990 5422 4045 1161 3906
"Afu7g00590" 3 3 1 6 6 7 6 8 2 5 5 3
"Afu7g00600" 2 2 0 6 5 2 2 5 5 3 1 1
"Afu7g00610" 0 0 0 0 0 1 0 0 0 0 1 0
"Afu7g00620" 0 0 0 2 0 0 0 0 0 0 0 0
"Afu7g00630" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu7g00640" 2 5 5 5 2 2 6 4 1 1 2 0
"Afu7g00652" 147 105 109 451 538 522 127 115 107 1326 2029 1105
"Afu7g00670" 1 1 1 5 2 8 0 1 2 0 2 1
"Afu7g00680" 7 8 20 100 100 125 43 73 44 74 80 61
"Afu7g00690" 15 15 13 109 113 118 44 71 33 33 22 39
"Afu7g00700" 113 84 77 157 123 160 102 122 85 517 592 544
"Afu7g00710" 23 10 24 121 131 132 18 17 19 81 52 85
"Afu7g00720" 152 164 167 248 231 265 193 188 180 268 271 329
"Afu7g00730" 504 391 409 19 17 13 107 87 100 43 49 57
"Afu7g00740" 12 13 13 35 58 51 14 9 5 329 1279 366
"Afu7g00760" 402 242 216 263 262 300 261 275 193 559 1297 488
"Afu7g00770" 602 316 347 244 288 278 377 393 329 629 1445 559
"Afu7g00780" 285 226 219 323 356 369 312 240 215 158 236 155
"Afu7g00790" 428 250 280 440 503 480 598 382 252 73 147 96
"Afu7g00800" 99 85 54 77 76 64 142 85 67 17 49 10
"Afu7g00805" 13 11 9 15 21 12 13 12 19 36 72 46
"Afu7g00810" 19 22 12 33 30 29 31 24 15 29 41 30
"Afu7g00820" 21 10 10 256 201 199 23 7 16 4 5 7
"Afu7g00830" 2 1 1 5 6 10 4 2 4 1 4 6
"Afu7g00840" 9 3 2 28 22 23 3 2 6 21 14 20
"Afu7g00850" 296 185 205 677 593 698 439 874 551 474 308 464
"Afu7g00860" 1 0 1 4 4 1 3 3 1 0 1 0
"Afu7g00870" 94 119 94 122 136 116 321 180 140 90 64 46
"Afu7g00880" 51 50 43 32 38 55 129 78 61 15 11 22
"Afu7g00890" 2 1 2 27 28 20 7 2 2 9 3 5
"Afu7g00900" 1 0 0 0 1 1 0 1 0 0 0 0
"Afu7g00910" 41 13 26 20 26 19 6 7 11 7 7 3
"Afu7g00920" 55 51 32 86 89 116 113 127 80 85 153 85
"Afu7g00930" 15 13 22 39 34 39 28 56 54 34 51 19
"Afu7g00940" 252 214 148 174 151 177 500 572 498 196 247 215
"Afu7g00950" 236 124 103 655 601 589 176 181 118 3352 7218 2445
"Afu7g00960" 9 6 5 4 2 2 4 1 1 3 5 1
"Afu7g00970" 122 194 165 4492 3427 5587 591 1759 1034 1118 2494 1497
"Afu7g00990" 9449 7335 5454 71 56 38 9297 6884 7580 24 19 22
"Afu7g01000" 25674 18918 15780 434 567 342 43440 37587 45511 53 64 65
"Afu7g01010" 25266 20731 17155 384 348 239 36332 35391 44446 106 107 84
"Afu7g01020" 8 5 5 2 6 2 14 12 11 2 0 0
"Afu7g01030" 10 10 13 144 170 183 39 25 15 127 91 145
"Afu7g01040" 13 8 10 360 289 308 22 43 23 495 189 520
"Afu7g01050" 8 1 3 13 14 13 7 8 3 2 1 3
"Afu7g01060" 18 8 22 8 9 14 30 44 30 4 2 4
"Afu7g01070" 19 6 4 9 15 14 21 17 19 6 0 5
"Afu7g01090" 522 322 272 725 763 658 557 687 430 373 90 246
"Afu7g01100" 0 0 0 1 1 0 1 0 0 0 0 0
"Afu7g01102" 0 0 0 0 1 0 0 0 0 0 0 0
"Afu7g01105" 0 1 0 3 1 0 3 4 2 0 1 0
"Afu7g01118" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu7g01130" 3 5 7 6 12 6 7 4 0 1 1 0
"Afu7g01140" 38 27 31 95 70 97 41 59 28 61 36 51
"Afu7g01150" 114 87 78 189 179 173 124 117 89 140 57 139
"Afu7g01160" 0 1 2 4 5 9 2 3 2 0 0 0
"Afu7g01170" 4 10 6 5 12 11 66 71 75 4 10 1
"Afu7g01180" 162 130 115 20 35 21 47 38 19 2 0 1
"Afu7g01190" 6 10 6 78 58 84 12 9 6 7 2 6
"Afu7g01200" 36 54 56 10 13 7 60 54 42 3 1 2
"Afu7g01210" 82 110 113 50 64 60 161 136 93 21 23 17
"Afu7g01220" 2855 2468 2245 4000 4015 4865 2522 3084 2267 1195 2187 1247
"Afu7g01230" 2432 2210 2146 3644 3730 3984 2046 2590 2191 7080 5401 7806
"Afu7g01240" 783 559 579 436 490 441 393 378 343 368 345 359
"Afu7g01250" 5 6 4 3 4 2 8 5 1 1 3 0
"Afu7g01260" 2473 2723 2484 711 862 781 2635 1901 1608 341 1411 476
"Afu7g01270" 1877 1756 1619 775 651 754 1960 1806 1374 1192 942 1208
"Afu7g01280" 478 347 347 353 365 379 543 478 404 971 544 913
"Afu7g01290" 11694 7739 7707 2138 2621 2754 5113 5400 4740 1829 3019 1956
"Afu7g01300" 280 233 213 212 217 182 281 195 166 121 74 75
"Afu7g01310" 479 378 361 703 698 733 722 498 441 976 374 788
"Afu7g01320" 118 99 89 197 143 147 215 123 108 130 39 99
"Afu7g01330" 343 299 298 284 333 338 422 335 319 426 226 376
"Afu7g01340" 743 659 633 1589 1478 1696 1066 727 660 734 300 705
"Afu7g01350" 593 511 503 695 709 713 873 751 558 1404 749 1263
"Afu7g01360" 19 10 12 26 23 19 18 11 12 19 5 10
"Afu7g01370" 1081 795 723 1739 1496 1544 1634 1043 937 613 114 441
"Afu7g01380" 106 85 91 202 212 229 221 144 116 256 93 229
"Afu7g01390" 364 310 290 713 713 734 675 496 416 1464 715 1525
"Afu7g01400" 1522 1165 1086 1006 1320 1233 1704 1450 1077 1292 1662 1228
"Afu7g01410" 2360 1544 1378 2164 2159 2064 3088 2466 2041 6940 14736 6079
"Afu7g01420" 1171 937 856 1319 1479 1612 1216 1144 978 515 537 395
"Afu7g01430" 10964 7268 7283 2642 3867 2831 9789 7515 6698 26317 21503 26466
"Afu7g01440" 13 26 9 19 25 31 30 18 11 41 21 39
"Afu7g01450" 474 327 369 1539 1417 1538 1023 559 520 501 347 360
"Afu7g01460" 17953 16071 14909 6815 6865 7636 15260 17054 14409 2271 919 1644
"Afu7g01470" 452 477 420 486 436 625 576 539 406 120 58 104
"Afu7g01480" 2233 1974 1888 2119 2229 2465 2697 2559 2143 1446 913 1358
"Afu7g01490" 5011 2517 2518 714 583 600 1788 3717 2482 288 178 147
"Afu7g01500" 18 16 14 14 9 5 28 16 9 2 0 2
"Afu7g01510" 1330 1114 1104 2315 2508 2799 1505 1630 1278 1169 2328 1217
"Afu7g01520" 530 396 433 459 479 484 547 523 378 833 637 930
"Afu7g01530" 576 435 467 515 514 596 647 682 515 1129 640 1146
"Afu7g01540" 19 20 9 20 20 17 19 21 13 13 30 12
"Afu7g01550" 450 437 387 350 371 437 503 424 315 100 115 107
"Afu7g01560" 11 12 12 20 25 27 36 15 10 3 3 4
"Afu7g01570" 86 96 123 418 616 597 123 101 81 8731 7211 8833
"Afu7g01580" 133 142 115 145 156 132 235 149 116 201 35 132
"Afu7g01590" 1972 1632 1527 2549 2296 2541 2043 1696 1600 2894 1310 2657
"Afu7g01595" 6 11 4 20 32 19 11 8 13 6 6 5
"Afu7g01600" 1075 784 830 1781 2179 1959 1621 1287 911 671 266 571
"Afu7g01610" 2053 1545 1465 1657 2057 2201 2444 1832 1565 563 1169 445
"Afu7g01620" 5870 3358 3318 1830 2151 1924 3196 2827 2481 5574 8424 5858
"Afu7g01640" 948 926 883 624 815 807 1092 932 798 889 1054 978
"Afu7g01650" 224 182 197 442 415 392 319 218 174 206 88 158
"Afu7g01660" 210 108 111 42 37 46 52 49 36 29 15 34
"Afu7g01670" 1829 1279 1205 1526 1744 1727 1127 1015 775 2648 2115 2282
"Afu7g01680" 303 253 243 589 645 636 378 264 233 607 290 572
"Afu7g01690" 993 774 746 279 297 275 1303 774 748 161 109 163
"Afu7g01695" 1451 1248 1293 45 60 51 610 441 417 138 135 176
"Afu7g01700" 2103 1892 1622 443 534 416 936 934 788 1320 873 1129
"Afu7g01710" 236 180 240 234 208 257 164 212 152 131 139 173
"Afu7g01720" 51 71 45 125 99 108 95 68 83 2415 6898 2372
"Afu7g01730" 261 282 273 126 147 114 243 263 219 1595 1850 1477
"Afu7g01740" 197 210 251 92 93 107 235 247 222 32 21 42
"Afu7g01750" 132 115 112 178 163 184 160 164 125 42 27 28
"Afu7g01760" 18 20 19 26 23 24 34 22 24 5 6 7
"Afu7g01770" 31 27 37 66 51 73 64 46 34 4 18 6
"Afu7g01780" 217 89 90 69 76 90 207 218 176 2091 3779 2036
"Afu7g01790" 874 338 413 290 335 425 505 548 475 485 2861 510
"Afu7g01800" 939 749 733 884 1177 1239 1023 904 695 344 294 267
"Afu7g01810" 158 148 107 79 112 134 155 131 101 385 362 400
"Afu7g01820" 80 79 53 45 46 66 78 75 51 173 132 141
"Afu7g01830" 8897 7341 7542 7609 9559 9829 8323 7401 6411 5455 19139 5895
"Afu7g01840" 13106 9311 9338 7813 10350 9640 13733 14345 11012 5125 2977 4364
"Afu7g01850" 599 652 507 892 827 959 783 728 571 399 362 396
"Afu7g01860" 4529 3643 3516 3163 3418 3356 4412 4806 4531 9728 24695 7367
"Afu7g01870" 612 524 414 392 438 425 633 550 456 940 842 899
"Afu7g01880" 806 711 659 919 916 945 871 832 706 497 137 486
"Afu7g01890" 150 101 97 104 87 111 290 157 124 203 43 141
"Afu7g01900" 919 953 884 1172 1104 1391 1098 1117 894 1071 845 1233
"Afu7g01910" 317 301 243 368 334 355 417 367 300 620 167 502
"Afu7g01920" 2522 2015 1922 2768 3165 3176 3182 2579 2197 4838 4888 4705
"Afu7g01930" 4332 3217 3330 39211 40128 47509 7326 4351 4015 10102 12562 8139
"Afu7g01940" 1514 1318 1107 1555 1657 1758 1984 1991 1469 1542 1071 1421
"Afu7g01950" 231 221 199 383 366 429 501 376 332 648 321 557
"Afu7g01960" 235 193 206 230 257 240 214 229 172 521 232 472
"Afu7g01970" 159 144 169 295 260 301 214 219 125 523 228 517
"Afu7g01980" 39 27 20 42 44 48 49 33 37 32 14 30
"Afu7g01990" 517 390 395 555 580 552 892 501 427 206 340 150
"Afu7g02000" 888 707 666 1065 1177 1390 887 938 696 665 481 680
"Afu7g02010" 699 245 229 33 21 7 154 147 139 5 8 6
"Afu7g02020" 1060 947 906 908 935 956 1378 1202 959 1503 652 1394
"Afu7g02030" 436 465 427 531 453 490 467 479 378 416 207 370
"Afu7g02040" 274 289 226 310 328 381 312 266 223 412 384 429
"Afu7g02050" 2550 1859 2238 1826 2024 2162 2944 2454 2095 1470 1813 1145
"Afu7g02060" 696 574 516 728 868 813 777 690 543 532 207 443
"Afu7g02070" 1180 1050 967 32 42 30 1533 872 816 132 80 130
"Afu7g02080" 594 592 521 389 424 525 597 676 531 146 141 117
"Afu7g02090" 248 177 162 279 258 258 310 225 192 294 127 267
"Afu7g02100" 1625 1586 1480 1739 1859 1996 1451 1441 1206 1042 529 1016
"Afu7g02110" 5154 4003 3989 3225 3712 3732 3439 3102 2494 3961 2000 4107
"Afu7g02120" 2300 1328 1367 803 1470 978 1703 1810 1484 686 549 461
"Afu7g02130" 142 132 109 105 106 117 202 175 132 42 13 29
"Afu7g02140" 9552 8515 7853 4255 4174 4553 9505 9738 7887 1693 761 1352
"Afu7g02150" 12 20 14 25 21 20 34 20 14 10 11 10
"Afu7g02160" 0 0 0 0 0 1 1 0 0 0 0 0
"Afu7g02170" 1197 1271 1254 1532 1704 2061 1167 1246 984 1936 1076 2219
"Afu7g02180" 3357 2791 2797 2728 2998 3292 4270 2808 2648 1111 309 996
"Afu7g02190" 1088 881 842 661 775 808 920 1124 861 208 138 167
"Afu7g02200" 28 14 11 14 14 12 11 12 5 25 18 32
"Afu7g02210" 429 488 379 332 328 449 509 497 422 139 181 181
"Afu7g02220" 3364 2243 2025 592 667 545 2383 2720 2282 1219 1344 1171
"Afu7g02230" 5952 5401 5221 4897 5814 6569 7134 7031 5777 3149 1625 2637
"Afu7g02240" 75 51 44 14 16 17 119 105 83 110 28 120
"Afu7g02250" 0 1 1 0 0 0 0 2 0 1 1 1
"Afu7g02260" 7132 4862 4874 5806 7788 7692 6918 5958 4931 7598 4383 7440
"Afu7g02270" 634 569 556 824 874 904 1159 870 716 850 376 765
"Afu7g02280" 611 516 490 568 632 662 692 616 559 456 210 416
"Afu7g02285" 345 271 256 1125 1055 1183 404 317 244 81 42 43
"Afu7g02290" 438 400 363 740 784 797 814 603 513 845 611 908
"Afu7g02300" 175 149 124 189 186 188 250 238 160 202 169 186
"Afu7g02310" 1711 1366 1500 3809 3316 3759 1599 1914 1193 1102 653 992
"Afu7g02320" 153 152 94 593 420 452 445 228 139 586 839 393
"Afu7g02325" 5 9 6 9 7 9 7 8 6 15 24 15
"Afu7g02340" 2422 1757 1825 3254 3212 3708 1782 1899 1489 836 283 833
"Afu7g02350" 2495 1921 1928 1963 2532 2332 2961 2690 2142 6265 4829 6118
"Afu7g02360" 2154 1833 1824 1228 1291 1443 2152 2087 1736 840 431 752
"Afu7g02370" 1270 1040 968 686 767 760 1485 1411 950 764 700 660
"Afu7g02380" 14 6 8 71 56 48 19 11 7 15 8 31
"Afu7g02390" 161 119 101 304 422 444 137 119 99 406 567 409
"Afu7g02400" 33 38 33 51 49 43 73 60 47 11 18 10
"Afu7g02410" 52 78 71 119 155 217 78 91 72 118 94 187
"Afu7g02420" 788 564 556 433 437 462 733 841 545 478 153 464
"Afu7g02440" 176 182 126 617 434 547 283 226 170 459 254 534
"Afu7g02460" 425 249 288 1026 1040 1152 147 239 136 232 283 226
"Afu7g02470" 1854 1751 1694 1357 1338 1548 1602 1743 1470 548 378 544
"Afu7g02480" 1121 907 809 1856 2086 2122 1281 1212 867 1940 1004 1742
"Afu7g02490" 525 477 444 741 668 735 564 649 474 740 372 649
"Afu7g02500" 1170 960 894 1877 2378 2226 1570 1815 1304 197 209 197
"Afu7g02510" 651 609 528 541 499 497 696 614 514 296 52 235
"Afu7g02520" 900 758 713 991 837 1091 1203 970 824 624 274 566
"Afu7g02540" 593 477 497 825 836 941 742 696 597 1415 932 1412
"Afu7g02550" 547 486 458 1186 1188 1239 974 713 573 580 370 479
"Afu7g02560" 1134 997 1065 927 888 1095 1471 1455 1198 532 280 462
"Afu7g02570" 5088 3616 3679 5959 6104 6484 4958 4743 3770 2967 798 2671
"Afu7g02580" 10 12 5 13 7 9 14 10 17 23 13 13
"Afu7g02590" 209 210 177 588 433 475 419 278 177 491 351 426
"Afu7g02600" 1007 862 777 1402 1261 1239 1538 1272 1014 1721 1265 1727
